MY,Item,Name,Form,ws,size,color,drive unit,Family, EVP,Stock qty,Order
2024,2890309,MS 260 FG,Kid,26,38,tuquoise metallic / black,,Kids,"  399,95 € ",>10,
2022,2891257,MC 5.9,Herren,29,M,darkblue metallic / acid metallic,,MS/MC/ML/MCL,"  999,95 € ",>10,
2022,2891265,MC 5.9,Herren,29,L,darkblue metallic / acid metallic,,MS/MC/ML/MCL,"  999,95 € ",>10,
2022,2891273,MC 5.9,Herren,29,XL,darkblue metallic / acid metallic,,MS/MC/ML/MCL,"  999,95 € ",>10,
2022,2891299,MC 5.9,Herren,29,M,black metallic / silver matt,,MS/MC/ML/MCL,"  999,95 € ",>10,
2022,2891307,MC 5.9,Herren,29,L,black metallic / silver matt,,MS/MC/ML/MCL,"  999,95 € ",>10,
2022,2891315,MC 5.9,Herren,29,XL,black metallic / silver matt,,MS/MC/ML/MCL,"  999,95 € ",>10,
2025,2810472,Razz 4.0,Herren,29,S,olive matt / black matt,,RAZZ,"  599,95 € ",>10,
2025,2810482,Razz 5.0,Herren,29,S,rustred matt / black matt,,RAZZ,"  799,95 € ",3,
2025,2810483,Razz 5.0,Herren,29,M,rustred matt / black matt,,RAZZ,"  799,95 € ",6,
2025,2810484,Razz 5.0,Herren,29,L,rustred matt / black matt,,RAZZ,"  799,95 € ",6,
2025,2810487,Razz 5.0,Herren,29,S,dark teal matt / black matt,,RAZZ,"  799,95 € ",8,
2025,2810488,Razz 5.0,Herren,29,M,dark teal matt / black matt,,RAZZ,"  799,95 € ",7,
2025,2810491,Razz 8.0,Herren,29,S,bronze matt / black matt,,RAZZ,"  899,95 € ",1,
2025,2810492,Razz 8.0,Herren,29,M,bronze matt / black matt,,RAZZ,"  899,95 € ",3,
2025,2810493,Razz 8.0,Herren,29,L,bronze matt / black matt,,RAZZ,"  899,95 € ",4,
2025,2810494,Razz 8.0,Herren,29,XL,bronze matt / black matt,,RAZZ,"  899,95 € ",1,
2025,2810495,Razz 8.0,Herren,29,S,anthracite matt / black matt,,RAZZ,"  899,95 € ",1,
2025,2810498,Razz 8.0,Herren,29,XL,anthracite matt / black matt,,RAZZ,"  899,95 € ",4,
2025,2810503,Razz 9.0,Herren,29,S,desert matt / black matt,,RAZZ,"  999,95 € ",5,
2025,2810098,Cairon C FS 2.0,Wave,27,L,graphit grey matt,BES 3 CX Smart Sys.,CAIRON C FS,"  4.199,95 € ",>10,
2025,2810099,Cairon C FS 2.0,Wave,27,XL,graphit grey matt,BES 3 CX Smart Sys.,CAIRON C FS,"  4.199,95 € ",>10,
2025,2810367,Cairon C FS 2.0,Wave,27,L,rustred,BES 3 CX Smart Sys.,CAIRON C FS,"  4.199,95 € ",>10,
2025,2810371,Cairon C FS 2.0,Wave,27,L,mint matt,BES 3 CX Smart Sys.,CAIRON C FS,"  4.199,95 € ",>10,
2025,2810373,Cairon C FS 2.0,Wave,27,XL,mint matt,BES 3 CX Smart Sys.,CAIRON C FS,"  4.199,95 € ",>10,
2025,2810151,Xyron S 5.0 Carbon,Herren,29,S,desert matt / plum matt,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810152,Xyron S 5.0 Carbon,Herren,29,M,desert matt / plum matt,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810153,Xyron S 5.0 Carbon,Herren,29,L,desert matt / plum matt,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810154,Xyron S 5.0 Carbon,Herren,29,XL,desert matt / plum matt,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810155,Xyron S 5.0 Carbon,Herren,29,XXL,desert matt / plum matt,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",9,
2025,2810416,Xyron S 5.0 Carbon,Herren,29,S,black / bronze,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",6,
2025,2810417,Xyron S 5.0 Carbon,Herren,29,M,black / bronze,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810419,Xyron S 5.0 Carbon,Herren,29,L,black / bronze,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810420,Xyron S 5.0 Carbon,Herren,29,XL,black / bronze,BES 3 CX Smart Sys.,XYRON S,"  5.999,95 € ",>10,
2025,2810436,Cairon T 4.5,Herren,28,S,graphit grey matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810262,Cairon T 4.5,Herren,28,M,graphit grey matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810263,Cairon T 4.5,Herren,28,L,graphit grey matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810264,Cairon T 4.5,Herren,28,XL,graphit grey matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810261,Cairon T 4.5,Herren,28,S,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810437,Cairon T 4.5,Herren,28,M,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810438,Cairon T 4.5,Herren,28,L,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810439,Cairon T 4.5,Herren,28,XL,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810266,Cairon T 4.5,Wave,28,S,graphit grey matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810269,Cairon T 4.5,Wave,28,XL,graphit grey matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810440,Cairon T 4.5,Wave,28,S,mint matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810443,Cairon T 4.5,Wave,28,XL,mint matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810444,Cairon T 4.5,Wave,28,S,rustred,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810446,Cairon T 4.5,Wave,28,L,rustred,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",2,
2025,2810447,Cairon T 4.5,Wave,28,XL,rustred,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.199,95 € ",>10,
2025,2810279,Cairon T 6.0,Herren,28,S,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",10,
2025,2810280,Cairon T 6.0,Herren,28,M,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810282,Cairon T 6.0,Herren,28,L,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810283,Cairon T 6.0,Herren,28,XL,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810284,Cairon T 6.0,Wave,28,S,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",4,
2025,2810285,Cairon T 6.0,Wave,28,M,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810286,Cairon T 6.0,Wave,28,L,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810287,Cairon T 6.0,Wave,28,XL,black matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810449,Cairon T 6.0,Wave,28,S,desert matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",8,
2025,2810451,Cairon T 6.0,Wave,28,L,desert matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810452,Cairon T 6.0,Wave,28,XL,desert matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,"  4.699,95 € ",>10,
2025,2810463,eWME 2.0,Herren,29,S,bronze matt,Shimano EP8,eWME,"  3.999,95 € ",1,
2025,2810467,eWME 2.0,Herren,29,S,alu raw matt,Shimano EP8,eWME,"  3.999,95 € ",8,
2025,2810468,eWME 2.0,Herren,29,M,alu raw matt,Shimano EP8,eWME,"  3.999,95 € ",6,
2025,2810469,eWME 2.0,Herren,29,L,alu raw matt,Shimano EP8,eWME,"  3.999,95 € ",1,
2025,2810453,Xyron S 2.9 SE,Herren,29,S,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,XYRON S,  -   € ,>10,
2025,2810459,Xyron S 2.9 SE,Herren,29,M,topaz metallic / red metallic,BES 3 CX Smart Sys.,XYRON S,  -   € ,>10,
2025,2810509,Cairon S 2.0 625 SE,Herren,29,M,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810510,Cairon S 2.0 625 SE,Herren,29,L,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810511,Cairon S 2.0 625 SE,Herren,29,XL,black metallic matt / turquoise metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810515,Cairon S 2.0 625 SE,Trapez,27,S,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,1,
2025,2810516,Cairon S 2.0 625 SE,Trapez,29,M,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810517,Cairon S 2.0 625 SE,Trapez,29,L,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810518,Cairon S 2.0 625 SE,Trapez,29,XL,topaz metallic / red metallic,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810519,Cairon S 2.0 625 SE,Herren,27,S,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810520,Cairon S 2.0 625 SE,Herren,29,M,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810522,Cairon S 2.0 625 SE,Herren,29,L,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810523,Cairon S 2.0 625 SE,Herren,29,XL,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810524,Cairon S 2.0 625 SE,Herren,29,XXL,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810526,Cairon S 2.0 625 SE,Trapez,27,S,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810527,Cairon S 2.0 625 SE,Trapez,29,M,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810528,Cairon S 2.0 625 SE,Trapez,29,L,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810529,Cairon S 2.0 625 SE,Trapez,29,XL,shadowgrey metallic / desert matt,BES 3 CX Smart Sys.,CAIRON S,  -   € ,>10,
2025,2810531,Cairon T 2.0 625 SE,Herren,28,M,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810532,Cairon T 2.0 625 SE,Herren,28,L,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810533,Cairon T 2.0 625 SE,Herren,28,XL,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810534,Cairon T 2.0 625 SE,Herren,28,XXL,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810535,Cairon T 2.0 625 SE,Trapez,28,XS,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810536,Cairon T 2.0 625 SE,Trapez,28,S,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810537,Cairon T 2.0 625 SE,Trapez,28,M,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810538,Cairon T 2.0 625 SE,Trapez,28,L,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810540,Cairon T 2.0 625 SE,Trapez,28,XL,shadowgrey metallic matt / red metallic,BES 3 Perf. 75 nM Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810546,Cairon T 3.0 750 SE,Herren,28,S,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,8,
2025,2810548,Cairon T 3.0 750 SE,Herren,28,M,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810549,Cairon T 3.0 750 SE,Herren,28,L,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810550,Cairon T 3.0 750 SE,Herren,28,XL,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,3,
2025,2810552,Cairon T 3.0 750 SE,Trapez,28,S,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810553,Cairon T 3.0 750 SE,Trapez,28,M,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810554,Cairon T 3.0 750 SE,Trapez,28,L,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810555,Cairon T 3.0 750 SE,Trapez,28,XL,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810556,Cairon T 3.0 750 SE,Wave,28,S,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810557,Cairon T 3.0 750 SE,Wave,28,M,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810558,Cairon T 3.0 750 SE,Wave,28,L,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810559,Cairon T 3.0 750 SE,Wave,28,XL,shadowgrey metallic matt / black metallic matt,BES 3 CX Smart Sys.,CAIRON T / TR / TF,  -   € ,>10,
2025,2810591,Cairon SUV 4.0,Herren,29,S,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",>10,
2025,2810592,Cairon SUV 4.0,Herren,29,M,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",>10,
2025,2810593,Cairon SUV 4.0,Herren,29,L,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",>10,
2025,2810594,Cairon SUV 4.0,Herren,29,XL,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",>10,
2025,2810596,Cairon SUV 4.0,Trapez,29,S,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",2,
2025,2810598,Cairon SUV 4.0,Trapez,29,L,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",>10,
2025,2810599,Cairon SUV 4.0,Trapez,29,XL,black matt / silver matt,BES 3 CX Smart Sys.,CAIRON SUV,"  3.999,95 € ",>10,
2025,2879369,Cairon 529 SE,Herren,29,M,black matt / silver matt,BES 4 SX Smart Sys.,CAIRON S,"  2.999,95 € ",5,
2025,2879351,Cairon 529 SE,Herren,29,S,black matt / silver matt,BES 4 SX Smart Sys.,CAIRON S,"  1.838,95 € ",3,
